"datetime","01187300"
"2017-01-01",3
"2018-01-01",NA
"2017-01-02",2
"2017-01-03",4
"2017-01-04",5
"2017-01-05",5
"2017-01-06",4
"2017-01-07",4
"2017-01-08",3
"2017-01-09",3
"2017-01-10",3
"2017-01-11",4
"2017-01-12",5
"2017-01-13",6
"2017-01-14",5
"2017-01-15",4
"2017-01-16",4
"2017-01-17",4
"2017-01-18",4
"2017-01-19",4
"2017-01-20",4
"2017-01-21",4
"2017-01-22",4
"2017-01-23",4
"2017-01-24",4
"2017-01-25",4
"2017-01-26",4
"2017-01-27",4
"2017-01-28",4
"2017-01-29",4
"2017-01-30",4
"2017-01-31",3
"2017-02-01",4
"2017-02-02",3
"2017-02-03",3
"2017-02-04",3
"2017-02-05",3
"2017-02-06",3
"2017-02-07",3
"2017-02-08",3
"2017-02-09",4
"2017-02-10",4
"2017-02-11",4
"2017-02-12",4
"2017-02-13",4
"2017-02-14",3
"2017-02-15",3
"2017-02-16",3
"2017-02-17",3
"2017-02-18",3
"2017-02-19",4
"2017-02-20",4
"2017-02-21",4
"2017-02-22",4
"2017-02-23",5
"2017-02-24",6
"2017-02-25",6
"2017-02-26",6
"2017-02-27",5
"2017-02-28",5
"2017-03-01",4
"2017-03-02",4
"2017-03-03",NA
"2017-03-04",NA
"2017-03-05",NA
"2017-03-06",NA
"2017-03-07",NA
"2017-03-08",NA
"2017-03-09",NA
"2017-03-10",NA
"2017-03-11",NA
"2017-03-12",NA
"2017-03-13",NA
"2017-03-14",NA
"2017-03-15",NA
"2017-03-16",NA
"2017-03-17",2
"2017-03-18",NA
"2017-03-19",NA
"2017-03-20",1
"2017-03-21",2
"2017-03-22",3
"2017-03-23",2
"2017-03-24",2
"2017-03-25",2
"2017-03-26",2
"2017-03-27",3
"2017-03-28",4
"2017-03-29",5
"2017-03-30",5
"2017-03-31",5
"2017-04-01",4
"2017-04-02",4
"2017-04-03",4
"2017-04-04",6
"2017-04-05",5
"2017-04-06",6
"2017-04-07",6
"2017-04-08",5
"2017-04-09",4
"2017-04-10",4
"2017-04-11",4
"2017-04-12",4
"2017-04-13",4
"2017-04-14",4
"2017-04-15",3
"2017-04-16",3
"2017-04-17",3
"2017-04-18",3
"2017-04-19",3
"2017-04-20",4
"2017-04-21",4
"2017-04-22",4
"2017-04-23",4
"2017-04-24",4
"2017-04-25",3
"2017-04-26",5
"2017-04-27",4
"2017-04-28",4
"2017-04-29",4
"2017-04-30",4
"2017-05-01",4
"2017-05-02",4
"2017-05-03",3
"2017-05-04",3
"2017-05-05",5
"2017-05-06",6
"2017-05-07",6
"2017-05-08",5
"2017-05-09",5
"2017-05-10",4
"2017-05-11",4
"2017-05-12",4
"2017-05-13",4
"2017-05-14",6
"2017-05-15",6
"2017-05-16",5
"2017-05-17",4
"2017-05-18",4
"2017-05-19",4
"2017-05-20",4
"2017-05-21",4
"2017-05-22",4
"2017-05-23",4
"2017-05-24",4
"2017-05-25",4
"2017-05-26",5
"2017-05-27",4
"2017-05-28",4
"2017-05-29",4
"2017-05-30",4
"2017-05-31",5
"2017-06-01",6
"2017-06-02",5
"2017-06-03",4
"2017-06-04",4
"2017-06-05",4
"2017-06-06",6
"2017-06-07",6
"2017-06-08",5
